District,Code,Total Population by Race,,,,,,Voting Age Population by Race,,,,,,Total Citizen Population by Race,,,,,,Citizen Voting Age Population by Race,,,,,,Total Population (Hispanics/Latinos include any race),,,,,,,Total Voting Age Population (Hispanics/Latinos include any race),,,,,,,Citizen Population (Hispanics/Latinos include any race),,,,,,,Citizen Voting Age Population (Hispanics/Latinos include any race),,,,,,
,,White (Non-Latino),Black,Latino,Asian and Pacific Islander,Native,Other/Multi,White (Non-Latino),Black,Latino,Asian and Pacific Islander,Native,Other/Multi,White (Non-Latino),Black,Latino,Asian and Pacific Islander,Native,Other/Multi,White (Non-Latino),Black,Latino,Asian and Pacific Islander,Native,Other/Multi,Total,White (Non-Latino),Black,Latino, Asian and Pacific Islander,Native American,Other/Multi,Total,White (Non-Latino),Black,Latino,Asian and Pacific Islander,Native American,Other/Multi,Total,White (Non-Latino),Black,Latino, Asian and Pacific Islander,Native American,Other/Multi,Total,White (Non-Latino),Black,Latino,Asian and Pacific Islander,Native American,Other/Multi
Tennessee's 6th,TN-06,88.1,4.6,4.4,1.0,0.3,1.6,89.8,4.5,3.4,1.0,0.3,1.0,89.6,4.6,3.1,0.7,0.3,1.6,91.7,4.5,1.8,0.7,0.3,1.0,"773,035","680,850","35,640","34,360","7,865","2,090","12,230","598,695","537,610","26,675","20,340","6,160","1,840","6,070","756,420","677,965","35,140","23,630","5,440","2,090","12,155","583,635","535,080","26,180","10,470","4,080","1,840","5,985"
Tennessee's 7th,TN-07,80.1,10.0,5.2,2.1,0.2,2.4,81.7,10.1,4.3,2.1,0.3,1.5,81.3,10.1,4.5,1.4,0.3,2.4,83.1,10.2,3.5,1.4,0.3,1.5,"776,605","622,105","77,290","40,230","16,675","1,925","18,380","584,135","477,085","58,940","25,380","12,385","1,625","8,720","760,860","618,820","76,810","34,040","11,005","1,920","18,265","570,515","474,190","58,475","19,770","7,830","1,620","8,630"
Tennessee's 8th,TN-08,72.5,20.0,3.3,2.2,0.2,1.8,74.7,19.5,2.6,2.0,0.3,1.0,73.6,20.3,2.6,1.4,0.2,1.8,76.0,19.8,1.8,1.1,0.3,1.0,"708,460","513,945","141,420","23,395","15,245","1,700","12,755","544,310","406,415","105,955","14,165","10,795","1,455","5,525","694,785","511,630","140,875","17,830","10,060","1,695","12,695","532,225","404,340","105,470","9,400","6,105","1,450","5,460"
Tennessee's 9th,TN-09,23.3,66.0,7.4,1.8,0.1,1.3,26.8,64.5,5.6,2.0,0.1,1.0,24.1,68.5,4.7,1.2,0.1,1.4,27.9,67.4,2.3,1.3,0.1,1.0,"703,375","164,185","464,255","52,245","12,745",730,"9,215","526,170","141,145","339,150","29,325","10,690",690,"5,170","673,035","162,135","460,910","31,815","8,360",715,"9,100","499,085","139,210","336,295","11,340","6,490",670,"5,080"
Texas' 1st,TX-01,62.1,17.3,17.6,1.2,0.3,1.5,65.9,17.5,14.2,1.2,0.3,0.9,65.1,18.1,13.9,0.9,0.3,1.6,69.9,18.5,9.4,0.9,0.3,1.0,"719,955","446,875","124,845","126,420","8,745","1,940","11,130","544,105","358,410","95,225","77,120","6,585","1,670","5,095","683,915","444,895","124,125","95,365","6,480","1,940","11,110","510,420","356,650","94,505","47,865","4,660","1,670","5,070"
Texas' 2nd,TX-02,46.6,12.1,31.7,7.8,0.2,1.7,50.2,11.4,28.6,8.2,0.2,1.3,51.3,13.5,26.7,6.6,0.2,1.8,56.5,13.0,22.0,6.8,0.2,1.5,"794,850","370,305","96,095","251,795","61,980","1,325","13,350","600,975","301,745","68,545","172,040","49,440","1,095","8,110","700,155","358,910","94,260","186,820","46,175","1,310","12,680","515,340","291,290","66,900","113,460","35,050","1,085","7,555"
Texas' 3rd,TX-03,56.5,9.6,14.8,16.5,0.3,2.2,59.0,9.6,13.3,16.3,0.3,1.5,62.4,10.1,12.5,12.2,0.4,2.4,66.6,10.3,10.1,10.9,0.4,1.6,"867,475","490,145","83,490","128,250","143,465","2,860","19,265","642,825","379,150","61,940","85,635","104,470","2,160","9,470","765,260","477,155","77,585","95,570","93,380","2,845","18,725","552,225","367,800","56,885","56,030","60,350","2,145","9,015"
Texas' 4th,TX-04,71.2,10.4,14.2,1.2,0.6,2.3,74.3,10.4,11.8,1.3,0.6,1.5,74.1,10.8,11.3,0.8,0.6,2.3,78.1,10.9,7.9,0.8,0.7,1.6,"751,165","534,950","78,385","106,935","9,240","4,720","16,935","566,815","421,280","59,150","66,810","7,250","3,655","8,670","718,490","532,435","77,540","81,030","6,010","4,645","16,830","536,660","418,930","58,475","42,555","4,505","3,620","8,575"
Texas' 5th,TX-05,51.9,15.2,28.9,2.1,0.4,1.5,56.8,15.3,24.3,2.1,0.4,1.1,57.6,16.0,22.8,1.5,0.4,1.6,64.7,16.4,15.7,1.4,0.5,1.2,"751,565","390,280","114,465","217,185","15,870","2,635","11,130","555,335","315,690","84,830","135,130","11,475","2,210","6,000","671,660","387,140","107,770","153,040","10,110","2,630","10,970","483,390","312,885","79,505","75,910","6,970","2,205","5,915"
Texas' 6th,TX-06,48.0,20.9,23.5,5.0,0.3,2.4,51.9,20.3,20.7,5.3,0.3,1.6,50.9,21.2,20.8,4.3,0.3,2.5,55.8,20.8,16.9,4.4,0.3,1.7,"785,325","376,925","163,830","184,360","39,560","1,995","18,655","581,805","301,715","118,040","120,220","30,610","1,630","9,590","732,240","372,405","155,345","152,500","31,780","1,995","18,215","533,155","297,580","110,850","90,190","23,625","1,630","9,280"
Texas' 7th,TX-07,41.6,13.7,31.4,11.0,0.2,2.0,44.7,13.5,28.6,11.5,0.2,1.4,47.4,14.8,26.2,9.2,0.3,2.0,53.1,15.0,20.9,9.4,0.3,1.3,"787,825","327,550","108,180","247,650","87,010","1,965","15,470","585,080","261,380","79,270","167,295","67,550","1,325","8,260","640,730","303,860","94,835","168,075","59,195","1,965","12,800","457,110","242,705","68,390","95,570","43,055","1,325","6,065"
Texas' 8th,TX-08,63.5,8.4,23.0,3.1,0.3,1.7,66.6,8.7,20.0,3.1,0.3,1.2,68.0,8.8,18.5,2.4,0.4,1.9,72.5,9.2,14.3,2.3,0.4,1.3,"858,420","544,755","72,460","197,065","26,370","2,950","14,820","641,925","427,575","55,945","128,630","20,070","2,065","7,640","789,105","536,415","69,740","146,245","19,110","2,950","14,645","580,245","420,440","53,545","83,210","13,450","2,065","7,535"
Texas' 9th,TX-09,10.5,37.2,39.2,11.9,0.1,1.0,12.2,37.6,35.8,13.4,0.1,0.9,12.4,43.9,32.4,10.1,0.2,1.1,15.3,46.7,25.3,11.6,0.2,1.0,"782,125","82,045","291,335","306,740","92,865",980,"8,160","577,435","70,440","217,180","206,545","77,300",800,"5,170","617,485","76,325","270,925","200,245","62,345",980,"6,665","429,635","65,615","200,695","108,785","49,635",800,"4,105"
Texas' 10th,TX-10,52.0,11.1,29.0,5.9,0.1,1.9,55.8,10.9,25.7,6.1,0.2,1.4,56.8,11.8,24.4,4.8,0.2,2.0,62.3,11.8,19.5,4.7,0.2,1.5,"875,930","455,530","96,885","253,850","51,910","1,295","16,460","652,105","363,555","70,800","167,775","40,035","1,105","8,835","785,140","446,195","92,600","191,505","37,680","1,295","15,865","571,040","355,510","67,465","111,535","27,005","1,105","8,420"
Texas' 11th,TX-11,54.8,3.8,38.7,1.1,0.3,1.2,59.1,3.8,34.7,1.1,0.4,1.0,58.1,3.7,35.8,0.7,0.3,1.3,63.5,3.8,30.6,0.7,0.4,1.0,"772,210","423,365","29,130","299,060","8,520","2,490","9,645","575,440","340,045","21,725","199,510","6,475","2,095","5,590","726,130","421,730","26,955","260,175","5,310","2,455","9,505","533,310","338,495","20,430","163,180","3,690","2,060","5,455"
Texas' 12th,TX-12,61.5,8.9,23.2,3.8,0.4,2.2,65.5,8.5,20.0,4.0,0.4,1.6,65.0,9.2,20.3,2.8,0.4,2.3,70.2,8.9,16.0,2.8,0.4,1.7,"811,605","498,955","72,370","188,165","30,970","3,125","18,020","609,740","399,395","51,915","121,720","24,450","2,520","9,740","761,805","495,070","70,020","154,405","21,425","3,125","17,760","564,040","395,795","49,970","90,315","15,935","2,520","9,505"
Texas' 13th,TX-13,62.9,5.3,27.2,2.2,0.6,1.8,66.9,5.4,23.7,2.1,0.6,1.4,66.9,5.2,23.9,1.5,0.6,1.9,71.9,5.4,19.2,1.4,0.6,1.5,"710,095","446,790","37,335","193,460","15,895","3,950","12,665","533,820","356,885","28,780","126,315","11,395","3,050","7,395","663,220","443,510","34,735","158,390","10,245","3,950","12,390","492,405","354,135","26,805","94,300","6,965","3,050","7,150"
Texas' 14th,TX-14,50.4,19.3,25.4,3.2,0.2,1.4,53.6,19.3,22.5,3.3,0.3,1.0,53.3,20.5,21.9,2.6,0.3,1.5,57.4,20.7,18.0,2.5,0.3,1.1,"751,600","378,845","144,830","191,000","24,170","1,875","10,880","568,430","304,615","109,470","128,155","18,830","1,460","5,900","702,815","374,590","143,735","153,795","18,185","1,785","10,725","523,835","300,680","108,485","94,215","13,335","1,370","5,750"
Texas' 15th,TX-15,15.0,1.8,81.6,1.1,0.1,0.4,17.3,2.0,78.9,1.3,0.1,0.4,17.7,2.1,78.7,1.0,0.1,0.5,21.7,2.5,74.1,1.1,0.1,0.5,"786,365","118,115","13,830","641,690","8,840",715,"3,175","543,370","94,065","10,885","428,910","6,855",615,"2,040","661,605","116,910","13,580","520,960","6,395",715,"3,045","427,615","92,910","10,630","316,790","4,715",615,"1,955"
Texas' 16th,TX-16,13.3,3.4,80.7,1.4,0.3,1.0,14.7,3.6,79.1,1.6,0.3,0.7,14.7,3.7,79.1,1.2,0.3,1.1,16.9,4.1,76.6,1.3,0.3,0.8,"737,390","97,735","24,870","595,275","10,460","1,885","7,165","537,210","79,045","19,415","424,940","8,435","1,470","3,905","652,760","95,670","24,210","516,345","7,595","1,885","7,055","456,900","77,200","18,770","349,810","5,835","1,470","3,815"
Texas' 17th,TX-17,54.4,12.8,25.9,4.9,0.2,1.8,58.4,12.3,22.5,5.1,0.2,1.4,58.2,13.5,23.0,3.1,0.2,1.9,63.5,13.1,18.5,3.1,0.2,1.5,"771,320","419,485","98,720","199,890","37,820","1,715","13,690","594,880","347,270","73,355","133,950","30,405","1,330","8,570","710,070","413,495","95,805","163,625","22,220","1,700","13,225","538,480","341,870","70,765","99,865","16,480","1,315","8,185"
Texas' 18th,TX-18,16.2,35.0,43.5,4.0,0.1,1.1,19.2,36.0,39.0,4.6,0.1,1.0,18.5,40.8,35.7,3.6,0.1,1.2,22.8,43.9,27.8,4.2,0.2,1.2,"778,620","126,335","272,820","338,745","31,350",925,"8,445","574,200","110,220","206,915","224,155","26,515",720,"5,675","659,905","121,865","269,485","235,700","23,765",925,"8,165","464,300","105,955","203,885","128,895","19,380",720,"5,465"
Texas' 19th,TX-19,53.5,5.9,37.2,1.5,0.4,1.5,57.3,6.0,33.5,1.7,0.4,1.2,55.8,5.9,35.3,1.0,0.4,1.6,60.6,6.0,30.8,1.0,0.4,1.2,"727,770","389,235","42,935","270,680","11,140","2,625","11,155","547,035","313,525","32,650","183,355","9,205","2,005","6,295","687,990","384,070","40,715","242,695","6,935","2,625","10,950","510,555","309,155","30,825","157,225","5,190","2,005","6,155"
Texas' 20th,TX-20,21.3,5.0,69.1,3.0,0.2,1.5,23.5,5.1,66.7,3.2,0.2,1.3,22.6,5.3,68.4,2.1,0.2,1.5,25.5,5.5,65.2,2.2,0.2,1.3,"809,095","172,305","40,150","558,855","23,975","1,380","12,430","601,800","141,300","30,805","401,245","19,545","1,190","7,715","734,020","165,760","38,645","501,770","15,345","1,375","11,125","533,380","136,265","29,435","347,815","11,950","1,180","6,735"
Texas' 21st,TX-21,60.8,3.5,29.7,3.8,0.2,2.0,63.7,3.4,27.1,4.0,0.2,1.6,63.5,3.6,28.1,2.5,0.2,2.1,67.1,3.5,25.0,2.5,0.2,1.7,"810,710","492,945","28,245","241,030","30,620","1,380","16,490","649,915","414,225","22,150","175,980","26,055","1,090","10,415","764,585","485,715","27,515","214,755","19,085","1,375","16,140","607,575","407,650","21,500","151,790","15,455","1,085","10,095"
Texas' 22nd,TX-22,39.5,13.7,25.9,18.7,0.3,1.9,41.5,13.7,24.3,19.1,0.3,1.2,43.0,14.7,24.0,15.9,0.3,2.1,46.3,15.0,21.4,15.7,0.3,1.3,"911,445","360,320","124,685","236,310","170,630","2,510","16,990","658,905","273,385","90,085","159,890","125,865","1,920","7,760","805,200","346,210","118,500","193,450","127,940","2,510","16,590","566,730","262,590","84,845","121,275","88,705","1,920","7,395"
Texas' 23rd,TX-23,24.2,3.4,69.4,1.6,0.3,1.0,26.6,3.7,66.9,1.7,0.4,0.8,26.6,3.7,67.0,1.3,0.4,1.1,30.1,4.1,63.2,1.4,0.4,0.9,"769,170","186,415","26,120","533,975","12,225","2,670","7,765","555,170","147,775","20,275","371,135","9,395","1,950","4,640","694,335","184,600","25,460","464,930","9,115","2,660","7,570","485,215","146,050","19,680","306,465","6,635","1,935","4,450"
Texas' 24th,TX-24,46.1,12.0,24.5,14.7,0.3,2.3,49.8,11.9,21.6,14.6,0.3,1.8,53.3,12.7,20.4,10.6,0.4,2.6,59.4,12.8,15.7,9.7,0.4,2.0,"802,355","369,820","96,600","196,595","118,075","2,560","18,705","615,585","306,275","73,520","133,095","89,595","2,095","11,005","678,565","361,950","86,200","138,210","71,760","2,560","17,885","504,495","299,595","64,535","79,195","48,740","2,095","10,335"
Texas' 25th,TX-25,67.7,7.0,18.9,3.5,0.3,2.6,70.4,7.1,16.8,3.6,0.3,1.8,69.8,7.2,17.4,2.7,0.3,2.6,73.2,7.3,14.7,2.6,0.3,1.9,"783,085","530,140","54,910","148,325","27,345","2,235","20,130","595,480","419,060","42,120","100,180","21,565","1,655","10,900","750,720","524,295","53,885","130,390","20,060","2,235","19,855","565,285","413,640","41,130","83,365","14,805","1,655","10,690"
Texas' 26th,TX-26,63.4,8.1,18.4,7.1,0.4,2.5,66.2,8.2,16.4,7.2,0.4,1.7,67.1,8.3,16.3,5.2,0.4,2.7,71.3,8.4,13.3,4.8,0.4,1.8,"874,510","554,365","71,235","161,130","62,070","3,455","22,255","642,640","425,435","52,855","105,230","45,985","2,435","10,700","813,515","546,210","67,535","132,325","42,065","3,435","21,945","587,085","418,525","49,570","77,930","28,215","2,415","10,430"
Texas' 27th,TX-27,39.0,4.9,53.2,1.7,0.2,0.9,42.7,5.0,49.6,1.8,0.2,0.8,41.1,5.1,51.4,1.2,0.2,0.9,45.6,5.3,46.9,1.3,0.2,0.8,"740,125","289,015","35,990","394,080","12,675","1,525","6,840","554,260","236,740","27,465","274,760","9,965","1,115","4,215","696,775","286,595","35,690","357,935","8,415","1,525","6,615","514,455","234,630","27,180","241,025","6,515","1,115","3,990"
Texas' 28th,TX-28,15.9,3.9,78.0,1.1,0.1,1.0,18.6,4.3,75.0,1.2,0.1,0.8,18.3,4.5,75.0,1.0,0.1,1.1,22.6,5.3,69.9,1.1,0.1,0.9,"750,085","119,270","29,440","585,415","8,235",590,"7,135","518,065","96,260","22,530","388,340","6,340",535,"4,060","643,790","117,900","29,050","483,030","6,210",580,"7,020","419,565","94,955","22,180","293,410","4,535",525,"3,960"
Texas' 29th,TX-29,8.9,10.6,78.1,1.8,0.1,0.5,11.2,11.0,75.1,2.1,0.1,0.5,11.4,13.6,72.5,1.7,0.1,0.7,16.0,15.7,65.4,2.1,0.2,0.7,"745,825","66,360","79,125","582,520","13,200",615,"4,005","517,330","57,735","56,945","388,575","10,885",540,"2,650","573,250","65,635","78,030","415,565","9,465",615,"3,940","357,300","57,060","55,990","233,685","7,440",540,"2,585"
Texas' 30th,TX-30,15.1,42.2,39.4,1.8,0.1,1.3,18.6,43.7,34.3,2.1,0.2,1.1,17.0,47.9,31.8,1.7,0.2,1.4,21.8,51.8,23.0,2.0,0.2,1.3,"782,120","118,360","330,070","308,310","14,350","1,145","9,885","564,565","104,990","246,680","193,845","12,045",990,"6,015","680,940","115,930","326,465","216,265","11,365","1,130","9,785","470,910","102,605","243,870","108,305","9,230",975,"5,925"
Texas' 31st,TX-31,55.5,10.9,24.6,5.6,0.2,3.1,58.7,10.9,22.3,5.6,0.2,2.3,58.1,11.3,23.0,4.0,0.2,3.3,62.2,11.4,20.0,3.8,0.2,2.4,"856,510","475,585","93,700","210,975","47,770","1,655","26,825","631,135","370,265","68,700","140,880","35,640","1,355","14,295","806,505","468,665","91,405","185,635","32,615","1,640","26,545","585,770","364,270","66,700","117,345","22,105","1,340","14,010"
Texas' 32nd,TX-32,48.3,13.5,26.6,8.9,0.3,2.4,53.0,12.9,22.8,9.2,0.3,1.8,54.4,14.0,21.3,7.4,0.3,2.6,61.2,13.5,15.5,7.5,0.3,1.9,"774,060","374,165","104,860","205,670","68,740","2,055","18,570","591,410","313,470","76,290","134,805","54,670","1,675","10,500","673,330","366,410","94,495","143,420","49,590","1,990","17,425","500,100","306,310","67,710","77,460","37,450","1,610","9,560"
Texas' 33rd,TX-33,13.8,15.5,67.4,2.3,0.2,0.9,15.9,16.6,64.1,2.5,0.2,0.6,18.2,20.0,58.4,2.1,0.2,1.1,23.5,24.2,48.6,2.4,0.3,1.0,"739,375","102,335","114,590","498,175","16,725","1,205","6,345","510,815","81,105","84,940","327,440","12,990","1,025","3,315","549,015","99,725","109,865","320,760","11,285","1,205","6,175","336,090","79,115","81,350","163,200","8,170","1,025","3,230"
Texas' 34th,TX-34,13.3,1.1,84.6,0.6,0.1,0.3,15.8,1.3,81.8,0.7,0.2,0.3,15.0,1.2,82.9,0.4,0.1,0.3,18.6,1.5,78.9,0.5,0.2,0.3,"721,495","95,945","8,090","610,090","4,505",865,"2,000","508,425","80,330","6,685","415,765","3,575",780,"1,290","630,305","94,430","7,825","522,580","2,820",750,"1,900","422,875","78,840","6,430","333,715","1,985",665,"1,240"
Texas' 35th,TX-35,26.0,8.6,61.9,1.8,0.2,1.5,29.7,9.0,57.8,2.1,0.2,1.2,28.7,9.3,58.8,1.4,0.2,1.6,33.8,10.1,52.9,1.6,0.2,1.3,"825,790","214,340","70,900","511,430","15,165","1,250","12,705","617,000","183,125","55,590","356,625","13,010","1,110","7,540","733,915","210,640","68,270","431,370","10,360","1,245","12,030","531,085","179,655","53,700","281,015","8,485","1,105","7,125"
Texas' 36th,TX-36,60.4,9.1,26.3,2.1,0.3,1.6,63.8,9.2,23.2,2.2,0.3,1.2,64.3,9.6,22.4,1.6,0.4,1.7,68.8,9.8,18.0,1.7,0.4,1.2,"743,450","449,415","67,915","195,810","15,620","2,585","12,105","557,410","355,725","51,395","129,370","12,440","1,880","6,600","694,685","446,430","66,840","155,720","11,300","2,495","11,900","512,795","352,985","50,365","92,465","8,785","1,795","6,400"
Utah's 1st,UT-01,81.3,1.0,13.0,1.7,0.9,2.2,82.9,1.1,11.5,2.1,0.9,1.6,83.5,1.0,11.1,1.4,0.9,2.2,85.9,1.0,8.9,1.7,0.9,1.6,"762,720","619,735","7,930","98,935","13,050","6,500","16,570","528,170","437,760","5,715","60,920","10,945","4,525","8,305","738,525","616,315","7,155","81,935","10,240","6,475","16,405","505,900","434,745","5,060","44,970","8,405","4,500","8,220"
Utah's 2nd,UT-02,76.2,1.3,15.6,3.9,1.0,2.1,78.6,1.2,13.7,4.2,0.9,1.4,80.4,1.1,12.4,3.0,1.0,2.1,84.2,1.0,9.3,3.0,1.0,1.5,"766,445","584,015","9,760","119,470","29,955","7,495","15,750","556,775","437,605","6,590","76,070","23,435","5,045","8,030","720,175","578,920","7,885","89,215","21,360","7,425","15,370","513,870","432,750","5,220","47,755","15,485","4,975","7,685"
Utah's 3rd,UT-03,82.5,0.6,10.6,2.6,1.3,2.3,84.1,0.5,9.4,2.9,1.4,1.7,85.4,0.5,8.4,1.9,1.4,2.3,88.1,0.5,6.2,2.0,1.4,1.8,"761,760","628,795","4,375","80,990","20,155","9,980","17,465","533,225","448,600","2,780","49,975","15,370","7,315","9,185","728,715","622,650","3,980","61,065","14,070","9,945","17,005","503,000","443,135","2,420","31,385","9,965","7,280","8,815"
Utah's 4th,UT-04,74.3,1.6,16.8,4.5,0.6,2.3,76.2,1.4,15.3,4.9,0.7,1.6,78.9,1.4,13.3,3.3,0.6,2.4,82.5,1.2,10.3,3.5,0.7,1.7,"805,930","598,865","12,645","135,440","35,865","4,750","18,365","555,100","422,870","7,730","84,900","27,090","3,670","8,840","751,310","592,950","10,440","100,045","25,100","4,710","18,065","506,269","417,925","6,020","52,145","17,915","3,635","8,629"
Vermont's At-Large,VT-AL,92.9,1.3,1.9,1.7,0.3,1.8,93.7,1.1,1.7,1.8,0.3,1.4,93.9,1.1,1.8,1.1,0.3,1.8,94.8,0.9,1.6,1.1,0.3,1.3,"624,310","579,985","8,125","12,040","10,830","1,805","11,525","507,655","475,565","5,640","8,865","8,965","1,580","7,040","610,985","573,960","6,460","10,890","6,890","1,785","11,000","495,820","469,925","4,490","7,755","5,510","1,555","6,585"
Virginia's 1st,VA-01,66.9,16.1,10.0,3.3,0.3,3.4,69.1,16.4,8.7,3.4,0.3,2.1,69.0,16.5,8.0,2.7,0.3,3.5,71.9,16.8,6.1,2.7,0.3,2.1,"793,630","530,740","128,005","79,590","26,055","2,260","26,980","605,530","418,600","99,030","52,750","20,445","1,945","12,760","761,795","525,865","125,980","60,890","20,440","2,170","26,450","576,625","414,385","97,160","35,430","15,430","1,855","12,365"
Virginia's 2nd,VA-02,62.6,19.3,8.1,5.7,0.2,4.1,64.9,18.9,7.3,6.0,0.2,2.7,64.0,19.7,7.2,4.6,0.3,4.2,66.7,19.4,6.1,4.8,0.2,2.8,"738,525","461,950","142,700","60,040","41,740","1,810","30,285","579,680","376,055","109,720","42,315","34,660","1,290","15,640","711,790","455,420","140,455","51,300","32,880","1,810","29,925","555,545","370,295","107,970","34,065","26,610","1,290","15,315"
Virginia's 3rd,VA-03,41.5,45.6,6.4,2.7,0.3,3.5,44.4,44.4,5.5,2.9,0.3,2.5,42.1,46.5,5.5,2.1,0.3,3.6,45.2,45.4,4.4,2.2,0.3,2.5,"739,945","306,895","337,435","47,610","20,020","2,010","25,975","574,175","254,840","255,085","31,840","16,570","1,765","14,075","720,900","303,240","334,875","39,755","15,240","1,955","25,835","557,150","251,565","252,805","24,685","12,395","1,750","13,950"
Virginia's 4th,VA-04,48.7,40.8,5.7,1.8,0.2,2.8,50.7,40.1,4.8,2.0,0.3,2.0,49.5,41.7,4.2,1.5,0.3,2.9,51.7,41.2,3.1,1.7,0.3,2.1,"770,325","375,000","314,020","43,785","13,970","1,900","21,650","607,575","308,080","243,745","29,360","12,365","1,615","12,410","749,115","371,100","312,295","31,185","11,210","1,900","21,425","588,635","304,420","242,235","18,350","9,805","1,615","12,210"
Virginia's 5th,VA-05,72.6,19.2,3.9,1.9,0.2,2.3,74.1,19.1,3.1,1.9,0.2,1.6,73.9,19.6,2.8,1.2,0.2,2.3,75.7,19.5,1.8,1.2,0.2,1.6,"735,065","533,310","141,420","28,305","13,795","1,400","16,835","589,850","437,100","112,660","18,310","11,480","1,080","9,220","716,185","529,250","140,410","19,810","8,795","1,400","16,520","572,775","433,345","111,910","10,585","6,905","1,080","8,950"
Virginia's 6th,VA-06,79.2,11.0,5.6,1.9,0.2,2.1,81.3,10.6,4.6,1.9,0.2,1.3,81.3,11.0,4.2,1.2,0.2,2.1,83.7,10.6,3.0,1.2,0.2,1.3,"753,340","596,490","83,035","41,960","14,145","1,640","16,070","600,930","488,565","63,805","27,755","11,575","1,450","7,780","728,545","592,420","79,845","30,400","8,835","1,635","15,410","579,415","485,020","61,270","17,330","7,030","1,445","7,320"
Virginia's 7th,VA-07,66.6,17.7,7.5,5.2,0.2,2.8,68.6,18.0,6.2,5.2,0.2,1.7,69.3,18.4,5.5,3.7,0.2,2.8,71.9,18.8,3.9,3.4,0.2,1.8,"785,195","522,635","138,900","58,700","41,210","1,675","22,075","602,585","413,395","108,490","37,385","31,450","1,330","10,535","745,790","516,645","137,190","41,335","27,805","1,675","21,140","567,890","408,060","106,955","22,105","19,455","1,330","9,985"
Virginia's 8th,VA-08,51.8,14.1,18.9,11.5,0.1,3.5,53.9,14.0,17.2,12.2,0.1,2.7,58.4,14.1,14.2,9.6,0.2,3.7,62.0,14.0,11.0,9.9,0.2,2.8,"798,225","413,570","112,445","151,165","92,065","1,030","27,950","629,780","339,205","88,110","108,030","76,635",830,"16,970","680,165","397,180","95,615","96,440","65,070","1,030","24,830","523,885","325,035","73,555","57,810","52,090",830,"14,565"
Virginia's 9th,VA-09,89.4,5.2,2.4,1.5,0.2,1.3,90.1,5.3,2.0,1.6,0.2,0.9,90.5,5.2,1.9,1.0,0.2,1.3,91.3,5.3,1.4,0.9,0.2,0.8,"707,800","633,080","36,735","16,755","10,670","1,250","9,310","577,580","520,435","30,505","11,415","9,010","1,175","5,040","697,240","630,770","36,245","13,165","6,785","1,250","9,025","567,700","518,330","30,125","8,085","5,195","1,175","4,790"
Virginia's 10th,VA-10,60.6,6.9,13.6,15.2,0.2,3.4,63.1,7.1,12.2,15.2,0.2,2.2,65.3,7.2,10.5,13.2,0.2,3.7,69.3,7.4,8.0,12.7,0.2,2.4,"838,540","508,175","58,075","114,190","127,550","1,745","28,805","616,505","388,895","43,515","75,085","93,910","1,255","13,845","763,265","498,320","54,660","79,950","100,520","1,720","28,095","548,460","380,180","40,430","43,895","69,525","1,225","13,205"
Virginia's 11th,VA-11,45.5,13.0,18.9,18.3,0.2,4.0,48.2,12.7,16.8,19.1,0.2,3.0,51.1,13.8,15.0,15.5,0.2,4.2,55.6,13.5,11.7,15.8,0.3,3.1,"793,875","361,440","103,530","149,895","145,500","1,625","31,885","604,540","291,365","76,550","101,715","115,525","1,360","18,025","678,545","347,040","93,755","102,090","105,315","1,625","28,720","502,155","279,250","67,900","58,750","79,310","1,360","15,585"
Washington's 1st,WA-01,72.6,1.3,9.1,12.1,1.0,4.0,75.5,1.3,7.5,12.0,1.0,2.7,77.5,1.2,7.8,8.1,1.1,4.3,81.7,1.2,5.7,7.4,1.1,2.9,"754,010","547,650","9,525","68,325","90,895","7,695","29,920","578,005","436,260","7,375","43,360","69,540","5,720","15,750","682,250","528,985","8,300","52,920","55,240","7,615","29,190","513,800","419,810","6,240","29,170","37,780","5,650","15,150"
Washington's 2nd,WA-02,70.9,3.1,11.0,9.4,1.0,4.6,74.2,3.0,8.8,9.7,0.9,3.4,74.6,2.8,9.2,7.5,1.1,4.9,78.7,2.7,6.4,7.5,1.0,3.6,"741,825","525,825","22,815","81,700","69,895","7,385","34,205","589,860","437,490","17,600","51,655","57,310","5,480","20,325","690,530","515,145","19,300","63,250","51,995","7,315","33,525","543,315","427,765","14,570","34,910","40,920","5,415","19,735"
Washington's 3rd,WA-03,80.4,1.3,9.6,3.9,0.7,4.1,83.3,1.3,7.4,4.1,0.7,3.1,82.7,1.3,7.8,3.2,0.8,4.2,86.4,1.3,5.1,3.2,0.7,3.3,"730,725","587,180","9,525","70,200","28,665","5,310","29,845","560,650","467,210","7,550","41,750","22,790","3,820","17,530","701,145","580,090","9,075","54,610","22,490","5,290","29,590","533,530","461,035","7,115","27,070","17,140","3,800","17,370"
Washington's 4th,WA-04,53.7,1.1,39.2,1.6,2.1,2.3,60.1,1.1,32.9,1.8,2.1,1.8,60.1,1.2,32.4,1.3,2.3,2.6,70.1,1.2,22.6,1.5,2.5,2.1,"725,465","389,435","8,170","284,210","11,760","15,020","16,870","515,770","310,210","5,835","169,825","9,480","11,050","9,370","641,060","385,555","7,700","207,950","8,350","15,000","16,505","437,860","306,890","5,395","98,950","6,485","11,025","9,115"
